X,Y,ID,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,WEBSITE,OWNER,BEDS,TRAUMA,HELIPAD
-79.88121890199994,37.79218880400003,148424457,LEWISGALE HOSPITAL ALLEGHANY,ONE ARCH LANE,LOW MOOR,VA,24457,(540) 862-6011,GENERAL ACUTE CARE,OPEN,205,ALLEGHANY,51005,USA,37.792188804,-79.8812189019999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,www.alleghanyregional.com,PROPRIETARY,205,NOT AVAILABLE,Y
-81.48836744699997,36.85202553200002,148624354,SMYTH COUNTY COMMUNITY HOSPITAL,245 MEDICAL PARK DRIVE,MARION,VA,24354,(276) 378-1200,GENERAL ACUTE CARE,OPEN,44,SMYTH,51173,USA,36.852025532,-81.488367447,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,www.scchosp.org,GOVERNMENT - LOCAL,44,NOT AVAILABLE,Y
-77.64280762199995,38.82079040800004,19020169,HAYMARKET MEDICAL CENTER,15225 HEALTHCOTE BLVD,HAYMARKET,VA,20169,(571) 284-1000,GENERAL ACUTE CARE,OPEN,60,PRINCE WILLIAM,51153,USA,38.8207904080001,-77.64280762199999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,www.novanthealth.org/haymarket,NON-PROFIT,60,NOT AVAILABLE,Y
-76.66838119699997,37.25089547700004,19523185,RIVERSIDE DOCTORS' HOSPITAL WILLIAMSBURG,1500 COMMONWEALTH AVENUE,WILLIAMSBURG,VA,23185,(757) 585-2200,GENERAL ACUTE CARE,OPEN,40,WILLIAMSBURG,51830,USA,37.250895477,-76.668381197,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,www.riversideonline.com/rdhw,NON-PROFIT,40,NOT AVAILABLE,Y
-77.59494114399995,37.51068828300004,8523235,CJW MEDICAL CENTER JOHNSTON WILLIS CAMPUS,1401 JOHNSTON-WILLIS DRIVE,RICHMOND,VA,23235,(804) 330-2000,GENERAL ACUTE CARE,OPEN,292,CHESTERFIELD,51041,USA,37.510688283,-77.59494114399999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,http://chippenhammed.com/,PROPRIETARY,292,LEVEL 3,Y
-72.66548900000002,43.91683958500005,605060,GIFFORD MEDICAL CENTER,44 SOUTH MAIN ST,RANDOLPH,VT,5060,(802) 728-4441,CRITICAL ACCESS,OPEN,25,ORANGE,50017,USA,43.916839585,-72.66548900000002,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.healthvermont.gov/health-statistics-vital-records/health-care-systems-reporting/hospital-report-cards,https://giffordhealthcare.org/,NON-PROFIT,25,NOT AVAILABLE,Y
-72.95526315999997,43.598294089000035,1205701,RUTLAND REGIONAL MEDICAL CENTER,160 ALLEN ST,RUTLAND,VT,5701,(802) 775-7111,GENERAL ACUTE CARE,OPEN,123,RUTLAND,50021,USA,43.598294089,-72.95526316,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.healthvermont.gov/health-statistics-vital-records/health-care-systems-reporting/hospital-report-cards,http://www.rrmc.org/,NON-PROFIT,123,NOT AVAILABLE,Y
-72.49465239899995,43.298019470000035,1305156,SPRINGFIELD HOSPITAL,25 RIDGEWOOD RD,SPRINGFIELD,VT,5156,(802) 885-2151,CRITICAL ACCESS,OPEN,25,WINDSOR,50027,USA,43.29801947,-72.494652399,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.healthvermont.gov/health-statistics-vital-records/health-care-systems-reporting/hospital-report-cards,http://www.springfieldhospital.org/,NON-PROFIT,25,NOT AVAILABLE,Y
-73.194120576,44.47973972300008,505401,THE UNIVERSITY OF VERMONT MEDICAL CENTER,111 COLCHESTER AVE,BURLINGTON,VT,5401,(802) 656-2345,GENERAL ACUTE CARE,OPEN,562,CHITTENDEN,50007,USA,44.479739723000094,-73.194120576,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.healthvermont.gov/health-statistics-vital-records/health-care-systems-reporting/hospital-report-cards,http://www.fletcherallen.org/,NON-PROFIT,562,LEVEL 1,N
-79.93920591999995,37.266077488000064,7824013,CARILION ROANOKE COMMUNITY HOSPITAL,101 ELM AVENUE SE,ROANOKE,VA,24013,(540) 981-7750,GENERAL ACUTE CARE,OPEN,197,ROANOKE CITY,51770,USA,37.2660774880001,-79.9392059199999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,http://www.carilionclinic.org/crch/roanoke-community-hospital,PROPRIETARY,197,NOT AVAILABLE,N
-79.94254375199995,37.25119818600006,7924014,CARILION MEDICAL CENTER,1906 BELLVIEW AVE,ROANOKE,VA,24033,(540) 981-7000,GENERAL ACUTE CARE,OPEN,737,ROANOKE CITY,51770,USA,37.251198186000096,-79.9425437519999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,http://www.carilionclinic.org/crmh/roanoke-va-hospital,NON-PROFIT,737,LEVEL 1,Y
-72.56138762899997,42.85917149200003,1705302,BRATTLEBORO RETREAT,ANNA MARSH LANE,BRATTLEBORO,VT,5302,(802) 257-7785,PSYCHIATRIC,OPEN,149,WINDHAM,50025,USA,42.859171492,-72.561387629,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.healthvermont.gov/health-statistics-vital-records/health-care-systems-reporting/hospital-report-cards,https://www.brattlebororetreat.org/,NON-PROFIT,149,NOT AVAILABLE,N
-122.21676084999994,47.975593342000074,5198206,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT/PACIFIC CAMPUS,916 PACIFIC AVE,EVERETT,WA,98206,(425) 261-2000,GENERAL ACUTE CARE,OPEN,-999,SNOHOMISH,53061,USA,47.9755933420001,-122.21676085,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,http://www.providence.org,NON-PROFIT,-999,LEVEL 2 LEVEL 3 PEDIATRIC,Y
-120.66078679599994,47.59445119800006,7298826,CASCADE MEDICAL CENTER,817 COMMERCIAL ST,LEAVENWORTH,WA,98826,(509) 548-5815,CRITICAL ACCESS,OPEN,12,CHELAN,53007,USA,47.594451198000094,-120.66078679600001,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,http://www.cascademedical.org,GOVERNMENT - DISTRICT/AUTHORITY,12,LEVEL 5,N
-84.57067079899997,39.20474076900005,7145239,MERCY FRANCISCAN HOSPITAL - MT AIRY,2446 KIPLING AVENUE,CINCINNATI,OH,45239,(513) 853-5000,GENERAL ACUTE CARE,CLOSED,170,HAMILTON,39061,USA,39.20474076900009,-84.570670799,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,http://www.e-mercy.com,NON-PROFIT,170,NOT AVAILABLE,N
-83.59585065499994,40.64664032600007,16843326,HARDIN MEMORIAL HOSPITAL,921 EAST FRANKLIN STREET,KENTON,OH,43326,(419) 675-8141,CRITICAL ACCESS,OPEN,25,HARDIN,39065,USA,40.646640326000096,-83.59585065499991,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,http://www.hardinmemorial.org,NON-PROFIT,25,NOT AVAILABLE,Y
-122.78927319099995,48.10604332200006,7898368,JEFFERSON HEALTHCARE,834 SHERIDAN ST,PORT TOWNSEND,WA,98368,(360) 385-2200,CRITICAL ACCESS,OPEN,25,JEFFERSON,53031,USA,48.106043322000104,-122.789273191,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,www.jeffersonhealthcare.org,GOVERNMENT - DISTRICT/AUTHORITY,25,LEVEL 4,Y
-122.58072696,45.62443750700004,3798668,PEACEHEALTH SOUTHWEST MEDICAL CENTER,400 NE MOTHER JOSEPH PLACE,VANCOUVER,WA,98668,(360) 256-2000,GENERAL ACUTE CARE,OPEN,360,CLARK,53011,USA,45.624437506999996,-122.58072696,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,https://www.peacehealth.org/southwest-medical-center,NON-PROFIT,360,LEVEL 2,Y
-122.94174919700001,46.13069363300007,2298632,PEACEHEALTH ST JOHN MEDICAL CENTER,1615 DELAWARE LN,LONGVIEW,WA,98632,(360) 414-2000,GENERAL ACUTE CARE,OPEN,202,COWLITZ,53015,USA,46.1306936330001,-122.94174919700001,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,https://www.peacehealth.org/st-john-medical-center,NON-PROFIT,202,LEVEL 3,Y
-77.51229962499998,37.583614582000045,9823226,BON SECOURS ST. MARYS HOSPITAL,5801 BREMO ROAD,RICHMOND,VA,23226,(804) 285-2010,GENERAL ACUTE CARE,OPEN,391,HENRICO,51087,USA,37.5836145820001,-77.512299625,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,http://richmond.bonsecours.com/find-a-facility-st-marys-hospital.,NON-PROFIT,391,NOT AVAILABLE,N
-81.09003051199994,32.852848076000036,429944,HAMPTON REGIONAL MEDICAL CENTER,595 W CAROLINA AVE,VARNVILLE,SC,29944,(803) 943-2771,GENERAL ACUTE CARE,OPEN,32,HAMPTON,45049,USA,32.852848076,-81.0900305119999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,http://www.hamptonregional.com,NON-PROFIT,32,NOT AVAILABLE,Y
-82.15657818999993,34.17564361600006,1529646,SELF REGIONAL HEALTHCARE,1325 SPRING ST,GREENWOOD,SC,29646,(864) 725-4111,GENERAL ACUTE CARE,OPEN,354,GREENWOOD,45047,USA,34.1756436160001,-82.1565781899999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,http://www.selfregional.org,GOVERNMENT - LOCAL,354,LEVEL 3,N
-82.41264858699995,34.818643890000025,129605,GHS GREENVILLE MEMORIAL HOSPITAL,701 GROVE RD,GREENVILLE,SC,29605,(864) 455-7114,GENERAL ACUTE CARE,OPEN,845,GREENVILLE,45045,USA,34.81864389,-82.41264858699999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,http://www.ghs.org/greenvillememorial,PROPRIETARY,845,LEVEL 1,Y
-82.32254918399997,34.85128581500004,1829615,ST FRANCIS-EASTSIDE,125 COMMONWEALTH DR,GREENVILLE,SC,29615,(864) 675-4000,GENERAL ACUTE CARE,OPEN,93,GREENVILLE,45045,USA,34.851285815,-82.322549184,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,http://www.stfrancishealth.org/find-a-facility-st-francis-eastside.html,NON-PROFIT,93,NOT AVAILABLE,N
-83.01856536999998,39.99426086200002,10743210,OHIO STATE UNIVERSITY HOSPITALS,410 WEST 10TH AVENUE,COLUMBUS,OH,43210,(614) 293-9700,GENERAL ACUTE CARE,OPEN,1106,FRANKLIN,39049,USA,39.994260862,-83.01856537,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,http://www.medicalcenter.osu.edu,GOVERNMENT - STATE,1106,LEVEL 1,Y
-83.03401708599996,40.03056798900007,9643214,RIVERSIDE METHODIST HOSPITAL,3535 OLENTANGY RIVER RD,COLUMBUS,OH,43214,(614) 566-4408,GENERAL ACUTE CARE,OPEN,1059,FRANKLIN,39049,USA,40.03056798900009,-83.0340170859999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,https://www.ohiohealth.com/riverside/,NON-PROFIT,1059,LEVEL 2,Y
-90.04187430199993,35.153273584000026,9738105,ST. JOSEPH HOSPITAL,220 OVERTON AVE.,MEMPHIS,TN,38105,(901) 577-2700,GENERAL ACUTE CARE,CLOSED,511,SHELBY,47157,USA,35.153273584000004,-90.04187430199991,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://tnmap.state.tn.us/portal/metadata.asp,http://www.saintfrancishosp.com,PROPRIETARY,511,NOT AVAILABLE,N
-82.244231202,34.92004397200003,9529650,GHS GREER MEMORIAL HOSPITAL,830 S BUNCOMBE RD,GREER,SC,29650,(864) 797-8001,GENERAL ACUTE CARE,OPEN,82,GREENVILLE,45045,USA,34.920043971999995,-82.244231202,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,http://www.ghs.org/greermemorial,PROPRIETARY,82,LEVEL 3,Y
-120.00668175799996,46.32247960400007,8598944,SUNNYSIDE COMMUNITY HOSPITAL,1016 TACOMA AVENUE,SUNNYSIDE,WA,98944,(509) 837-1500,CRITICAL ACCESS,OPEN,25,YAKIMA,53077,USA,46.3224796040001,-120.006681758,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,www.sunnysidehospital.com,NON-PROFIT,25,LEVEL 4,N
-122.334357045,47.80321628300004,5998020,SWEDISH MEDICAL CENTER - EDMONDS,21601 76TH AVE W,EDMONDS,WA,98020,(425) 640-4000,GENERAL ACUTE CARE,OPEN,156,SNOHOMISH,53061,USA,47.80321628300001,-122.334357045,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,http://www.swedish.org/,NON-PROFIT,156,LEVEL 4,N
-123.39183270299999,47.00690407900004,15698541,SUMMIT PACIFIC MEDICAL CENTER,600 E MAIN ST,ELMA,WA,98541,(360) 346-2222,CRITICAL ACCESS,OPEN,25,GRAYS HARBOR,53027,USA,47.006904078999995,-123.39183270299999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,https://summitpacificmedicalcenter.org/wordpress/,GOVERNMENT - DISTRICT/AUTHORITY,25,LEVEL 4,Y
-79.75897471999998,34.19711497100008,929506,MCLEOD REGIONAL MEDICAL CENTER,555 E CHEVES ST,FLORENCE,SC,29506,(843) 777-2849,GENERAL ACUTE CARE,OPEN,453,FLORENCE,45041,USA,34.1971149710001,-79.75897472,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,http://www.mcleodhealth.org/mcleod-regional-medical-center/the-choice-for-medical-excellence.html,NON-PROFIT,453,LEVEL 3,Y
-122.50204,47.15431,11498499,ST. CLARE HOSPITAL,11315 BRIDGEPORT WAY SW,TACOMA,WA,98499,(253) 588-1711,GENERAL ACUTE CARE,OPEN,106,PIERCE,53053,USA,47.1543100000001,-122.50204,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,www.fhshealth.org,NON-PROFIT,106,LEVEL 4,N
-79.75205540199995,34.16006615100002,7429505,CAROLINAS HOSPITAL SYSTEM,805 PAMPLICO HWY,FLORENCE,SC,29505,(843) 674-2500,GENERAL ACUTE CARE,OPEN,310,FLORENCE,45041,USA,34.160066151,-79.7520554019999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,http://www.carolinashospital.com,PROPRIETARY,310,LEVEL 3,Y
-79.00182780799997,33.78552183700003,2829526,CONWAY MEDICAL CENTER,300 SINGLETON RIDGE RD,CONWAY,SC,29526,(843) 347-8114,GENERAL ACUTE CARE,OPEN,210,HORRY,45051,USA,33.785521837,-79.001827808,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,http://www.conwaymedicalcenter.com/,NON-PROFIT,210,LEVEL 3,Y
-81.89551953399997,34.97840816700005,229307,MARY BLACK HEALTH SYSTEM SPARTANBURG,1700 SKYLYN DR,SPARTANBURG,SC,29307,(803) 573-3034,GENERAL ACUTE CARE,OPEN,207,SPARTANBURG,45083,USA,34.978408167000104,-81.895519534,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,http://www.maryblackhealthsystem.com,PROPRIETARY,207,NOT AVAILABLE,Y
-81.93946449299993,34.96660045400005,7229303,SPARTANBURG REGIONAL MEDICAL CENTER,101 E WOOD ST,SPARTANBURG,SC,29303,(864) 560-6000,GENERAL ACUTE CARE,OPEN,540,SPARTANBURG,45083,USA,34.9666004540001,-81.9394644929999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,http://www.spartanburgregional.com,GOVERNMENT - DISTRICT/AUTHORITY,540,LEVEL 1,Y
-80.34272105199997,33.92361131900003,829150,PALMETTO HEALTH TUOMEY,129 N WASHINGTON ST,SUMTER,SC,29150,(803) 774-9000,GENERAL ACUTE CARE,OPEN,283,SUMTER,45085,USA,33.923611319,-80.3427210519999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,http://www.tuomey.com,NON-PROFIT,283,NOT AVAILABLE,Y
-82.93300304499998,41.50587467000001,13343452,H B MAGRUDER MEMORIAL HOSPITAL,615 FULTON ST,PORT CLINTON,OH,43452,(419) 734-3131,CRITICAL ACCESS,OPEN,25,OTTAWA,39123,USA,41.50587467,-82.933003045,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,http://www.magruderhospital.com,NON-PROFIT,25,NOT AVAILABLE,Y
-81.05177373999999,34.95660944900004,1729732,PIEDMONT MEDICAL CENTER,222 S HERLONG AVE,ROCK HILL,SC,29732,(803) 329-1234,GENERAL ACUTE CARE,OPEN,288,YORK,45091,USA,34.956609449,-81.05177374,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,http://www.piedmontmedicalcenter.com,PROPRIETARY,288,LEVEL 3,Y
-80.08122475799993,33.887801937000056,9929162,TURBEVILLE CORRECTIONAL INSTITUTION INFIRMARY,1578 CLARENCE COKER HWY,TURBEVILLE,SC,29162,(803) 896-3100,GENERAL ACUTE CARE,OPEN,8,CLARENDON,45027,USA,33.887801937000106,-80.081224758,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,http://www.doc.sc.gov/institutions/Turbeville.jsp,GOVERNMENT - STATE,8,NOT AVAILABLE,N
-81.76180298099996,33.57119789200004,6629801,AIKEN REGIONAL MEDICAL CENTER,302 UNIVERSITY PKWY,AIKEN,SC,29801,(803) 641-5600,GENERAL ACUTE CARE,OPEN,245,AIKEN,45003,USA,33.571197892,-81.761802981,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,http://www.aikenregional.com,PROPRIETARY,245,NOT AVAILABLE,Y
-82.64648675099994,34.51148423900001,529621,ANMED HEALTH MEDICAL CENTER,800 N FANT ST,ANDERSON,SC,29621,(864) 512-1109,GENERAL ACUTE CARE,OPEN,461,ANDERSON,45007,USA,34.511484239,-82.64648675099991,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,http://www.anmedhealth.org,NON-PROFIT,423,LEVEL 2,Y
-81.24795633099995,32.96554312400008,4329827,ALLENDALE COUNTY HOSPITAL,1787 ALLENDALE FAIRFAX HWY,FAIRFAX,SC,29827,(803) 632-3311,GENERAL ACUTE CARE,OPEN,25,ALLENDALE,45005,USA,32.9655431240001,-81.247956331,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,http://www.allendalecountyhospital.com/,GOVERNMENT - LOCAL,25,NOT AVAILABLE,Y
-80.07307510899994,32.975962495000026,4129406,TRIDENT MEDICAL CENTER,9330 MEDICAL PLAZA DR,N CHARLESTON,SC,29406,(843) 847-4100,GENERAL ACUTE CARE,OPEN,313,CHARLESTON,45019,USA,32.975962495,-80.07307510899992,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,http://www.tridenthealthsystem.com,PROPRIETARY,313,LEVEL 3,Y
-79.94927641499997,32.78279391800003,6729401,ROPER HOSPITAL,316 CALHOUN ST,CHARLESTON,SC,29401,(843) 724-2901,GENERAL ACUTE CARE,OPEN,368,CHARLESTON,45019,USA,32.782793918,-79.949276415,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,http://www.ropersaintfrancis.com,NON-PROFIT,368,LEVEL 3,Y
-81.82342527899995,41.45054207700008,4444111,FAIRVIEW HOSPITAL,18101 LORAIN AVENUE,CLEVELAND,OH,44111,(216) 476-4811,GENERAL ACUTE CARE,OPEN,516,CUYAHOGA,39035,USA,41.4505420770001,-81.8234252789999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,http://www.fairviewhospital.org,NON-PROFIT,516,LEVEL 2,Y
-79.586416,40.02306000200007,6215425,HIGHLANDS HOSPITAL,401 EAST MURPHY AVENUE,CONNELLSVILLE,PA,15425,(724) 628-1500,GENERAL ACUTE CARE,OPEN,71,FAYETTE,42051,USA,40.0230600020001,-79.586416,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.highlandshospital.org,NON-PROFIT,71,NOT AVAILABLE,Y
-79.73808299899994,39.901809001000046,22115401,UNIONTOWN HOSPITAL,500 WEST BERKELEY STREET,UNIONTOWN,PA,15401,(724) 430-5080,GENERAL ACUTE CARE,OPEN,212,FAYETTE,42051,USA,39.901809001000096,-79.738082999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.uniontownhospital.com,NON-PROFIT,212,NOT AVAILABLE,N
-81.48891023399995,41.580752129000075,7744143,UHHS RICHMOND HEIGHTS HOSPITAL,27100 CHARDON ROAD,RICHMOND HEIGHTS,OH,44143,(440) 585-6500,GENERAL ACUTE CARE,OPEN,213,CUYAHOGA,39035,USA,41.5807521290001,-81.48891023399992,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,www.uhhospitals.org/richmond,NON-PROFIT,213,NOT AVAILABLE,Y
-79.95967342699998,32.79572126700003,9829409,CITADEL INFIRMARY,171 MOULTRIE ST,CHARLESTON,SC,29409,(843) 953-6847,GENERAL ACUTE CARE,OPEN,38,CHARLESTON,45019,USA,32.795721267,-79.959673427,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,http://www.citadel.edu/root/infirmary-home,GOVERNMENT - STATE,38,NOT AVAILABLE,N
-81.67311485499995,41.49585053800006,6844115,ST VINCENT CHARITY MEDICAL CENTER,2351 EAST 22ND STREET,CLEVELAND,OH,44115,(216) 861-6200,GENERAL ACUTE CARE,OPEN,448,CUYAHOGA,39035,USA,41.4958505380001,-81.67311485499991,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,https://www.stvincentcharity.com/,NON-PROFIT,448,NOT AVAILABLE,Y
-81.53407220499997,41.39514386600006,11244146,UHHS BEDFORD MEDICAL CENTER,44 BLAINE AVENUE,BEDFORD,OH,44146,(440) 735-3900,GENERAL ACUTE CARE,OPEN,88,CUYAHOGA,39035,USA,41.3951438660001,-81.534072205,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,http://www.uhhospitals.org/bedford,NON-PROFIT,88,NOT AVAILABLE,Y
-79.36553243699996,34.421710591000085,1229536,MCLEOD MEDICAL CENTER-DILLON,301 E JACKSON ST,DILLON,SC,29536,(843) 774-4111,GENERAL ACUTE CARE,OPEN,79,DILLON,45033,USA,34.4217105910001,-79.365532437,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,http://www.mcleodhealth.org/mcleod-dillon/mcleod-health-dillon-has-a-strong-history-in-the-dillon-community.html,NON-PROFIT,79,NOT AVAILABLE,Y
-79.83980295399994,34.31333050100005,329532,MCLEOD MEDICAL CENTER-DARLINGTON,701 CASHUA FERRY RD,DARLINGTON,SC,29532,(843) 777-1100,GENERAL ACUTE CARE,OPEN,72,DARLINGTON,45031,USA,34.3133305010001,-79.83980295399991,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,http://www.mcleodhealth.org/mcleod-darlington/the-choice-for-medical-excellence.html,NON-PROFIT,72,NOT AVAILABLE,N
-80.22597392699998,34.198901238000076,5129010,LEE CORRECTIONAL INSTITUTION INFIRMARY,1204 E CHURCH ST,BISHOPVILLE,SC,29010,(803) 896-2400,GENERAL ACUTE CARE,OPEN,20,LEE,45061,USA,34.198901238000104,-80.225973927,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,http://www.doc.sc.gov/institutions/lee.jsp,GOVERNMENT - STATE,20,NOT AVAILABLE,N
